date,total_profit,number_of_trades,long_trades,short_trades,long_profit,short_profit,cumulative_profit
2019-12-23,-78.56,27,14,13,-12.25,-66.30999999999997,58788.650000000016
2019-12-24,-18.98,2,1,1,0.0,-18.98,58769.67000000001
2019-12-26,43.720000000000006,21,11,10,-110.73,154.45000000000002,58813.390000000014
2019-12-27,241.65,13,8,5,329.76000000000005,-88.11,59055.040000000015
2019-12-30,224.86,6,3,3,55.86000000000001,169.0,59279.900000000016
2019-12-31,170.20000000000002,6,4,2,78.73,91.47,59450.10000000001
2020-01-01,147.93,18,9,9,-36.209999999999994,184.14,59598.03000000001
2020-01-02,54.96,7,3,4,141.14,-86.17999999999999,59652.99000000001
2020-01-03,193.26,10,5,5,42.169999999999995,151.08999999999997,59846.250000000015
2020-01-06,229.32,9,5,4,-40.279999999999994,269.6,60075.570000000014
2020-01-07,660.9300000000001,2,1,1,159.13,501.8,60736.500000000015
2020-01-08,299.55,2,1,1,315.73,-16.18,61036.05000000002
2020-01-09,116.34,16,8,8,238.33,-121.99,61152.390000000014
2020-01-10,204.13,10,5,5,69.69,134.44,61356.52000000001
2020-01-13,93.16,5,3,2,65.82,27.340000000000003,61449.680000000015
2020-01-14,-55.91,13,7,6,-38.66,-17.249999999999996,61393.77000000001
2020-01-15,-92.56,16,8,8,-32.12,-60.440000000000005,61301.210000000014
2020-01-16,374.63,5,2,3,221.18,153.45,61675.84000000001
2020-01-17,27.74,1,1,0,27.74,0.0,61703.58000000001
2020-01-20,543.8299999999999,6,3,3,-9.909999999999998,553.74,62247.41000000001
2020-01-21,-130.69,6,3,3,-35.599999999999994,-95.09,62116.72000000001
2020-01-22,59.099999999999994,18,9,9,-139.58999999999997,198.68999999999997,62175.82000000001
2020-01-23,20.22,3,1,2,56.1,-35.88,62196.04000000001
2020-01-24,-17.620000000000005,5,2,3,-33.42,15.800000000000004,62178.420000000006
2020-01-27,-127.74,4,3,1,-96.41,-31.33,62050.68000000001
2020-01-28,359.95,19,10,9,180.05,179.90000000000003,62410.630000000005
2020-01-29,73.32,6,3,3,-41.86,115.18,62483.950000000004
2020-01-30,41.09000000000002,10,5,5,-35.09,76.18,62525.04
2020-01-31,110.59,3,1,2,0.6,109.99000000000001,62635.63
2020-02-01,153.13,8,5,3,-243.85999999999999,396.99,62788.759999999995
2020-02-03,-7.990000000000009,4,3,1,91.88999999999999,-99.88,62780.77
2020-02-04,-68.88,18,9,9,208.12,-277.00000000000006,62711.89
2020-02-05,464.55,6,3,3,367.67,96.88000000000001,63176.44
2020-02-06,271.28999999999996,13,6,7,276.95,-5.660000000000011,63447.73
2020-02-10,80.08,1,1,0,80.08,0.0,63527.810000000005
2020-02-11,166.47,1,0,1,0.0,166.47,63694.280000000006
2020-02-12,12.079999999999998,3,1,2,-9.24,21.32,63706.36000000001
2020-02-13,21.11,14,7,7,-86.91999999999999,108.03,63727.47000000001
2020-02-14,577.6999999999999,5,3,2,77.6,500.1,64305.170000000006
2020-02-17,-58.96000000000001,5,3,2,-42.61000000000001,-16.35,64246.21000000001
2020-02-18,13.400000000000006,12,6,6,-16.289999999999992,29.689999999999998,64259.61000000001
2020-02-19,-162.03,2,1,1,-56.93,-105.1,64097.58000000001
2020-02-20,34.49000000000001,6,3,3,-25.91,60.400000000000006,64132.07000000001
2020-02-24,-3.2200000000000024,3,2,1,-28.1,24.88,64128.850000000006
2020-02-25,285.42999999999995,10,6,4,170.57,114.86,64414.280000000006
2020-02-26,343.32,17,9,8,215.95999999999998,127.36000000000001,64757.600000000006
2020-02-27,102.66,5,3,2,150.51999999999998,-47.86000000000001,64860.26000000001
2020-02-28,-72.31,5,3,2,-89.68,17.369999999999997,64787.95000000001
2020-03-02,670.5,2,1,1,56.21,614.29,65458.45000000001
2020-03-03,260.19,1,1,0,260.19,0.0,65718.64000000001
2020-03-04,767.14,6,3,3,332.66,434.47999999999996,66485.78000000001
2020-03-05,191.53,7,3,4,82.13,109.39999999999998,66677.31000000001
2020-03-06,-2.8599999999999994,14,7,7,93.44000000000001,-96.3,66674.45000000001
2020-03-09,967.4799999999999,8,4,4,378.36,589.12,67641.93000000001
2020-03-12,569.06,9,5,4,-29.760000000000048,598.8199999999999,68210.99
2020-03-13,2589.3500000000004,5,3,2,2632.5800000000004,-43.230000000000004,70800.34000000001
2020-03-16,-45.280000000000015,10,6,4,-237.39000000000001,192.11,70755.06000000001
2020-03-17,-130.19,2,1,1,-332.44,202.25,70624.87000000001
2020-03-18,1064.11,8,4,4,-61.900000000000006,1126.01,71688.98000000001
2020-03-19,1365.95,6,3,3,1095.98,269.97,73054.93000000001
2020-03-20,792.71,6,3,3,643.47,149.23999999999995,73847.64000000001
2020-03-23,-76.28,8,5,3,-163.76,87.47999999999999,73771.36000000002
2020-03-24,2288.1499999999996,3,1,2,1045.83,1242.32,76059.51000000001
2020-03-25,-51.28,1,0,1,0.0,-51.28,76008.23000000001
2020-03-26,1376.73,14,7,7,1322.7699999999998,53.96000000000015,77384.96
2020-03-27,1062.04,4,2,2,-99.61999999999998,1161.6599999999999,78447.0
2020-03-30,-287.34,12,7,5,-327.97999999999996,40.64,78159.66
2020-03-31,302.52,9,4,5,111.88,190.64,78462.18000000001
2020-04-01,123.62,11,6,5,-126.41000000000001,250.03,78585.8
2020-04-03,237.81,11,6,5,-9.219999999999999,247.02999999999997,78823.61
2020-04-07,124.99000000000001,15,7,8,596.78,-471.78999999999996,78948.6
2020-04-08,15.370000000000005,3,2,1,63.61,-48.24,78963.97
2020-04-09,54.370000000000005,5,2,3,114.1,-59.73,79018.34
2020-04-13,486.70000000000005,9,5,4,355.85,130.85000000000002,79505.04
2020-04-15,626.6700000000001,14,7,7,-108.29999999999998,734.97,80131.70999999999
2020-04-16,148.57,8,4,4,348.21999999999997,-199.65,80280.28
2020-04-17,-53.390000000000015,7,3,4,152.37,-205.76000000000002,80226.89
2020-04-20,258.37,2,1,1,-23.18,281.55,80485.26
2020-04-21,115.06000000000002,9,5,4,-87.13,202.19000000000003,80600.31999999999
2020-04-22,335.29,4,2,2,458.03000000000003,-122.74,80935.60999999999
2020-04-23,-28.440000000000012,13,7,6,192.64,-221.07999999999998,80907.16999999998
2020-04-24,537.52,3,2,1,229.54000000000002,307.98,81444.68999999999
2020-04-27,-279.29,15,7,8,-67.44,-211.85,81165.4
2020-04-28,-150.52,8,4,4,12.04,-162.56,81014.87999999999
2020-04-29,189.14,17,8,9,375.53,-186.39,81204.01999999999
2020-04-30,-86.49000000000002,14,7,7,-167.35999999999999,80.86999999999999,81117.52999999998
2020-05-04,251.63,3,2,1,64.64,186.99,81369.15999999999
2020-05-05,415.16999999999996,6,3,3,-151.45,566.62,81784.32999999999
2020-05-06,703.19,15,8,7,705.54,-2.3499999999999943,82487.51999999999
2020-05-08,470.49,2,1,1,-11.8,482.29,82958.01
2020-05-11,223.44000000000003,15,8,7,-60.96,284.40000000000003,83181.45
2020-05-12,571.74,4,2,2,471.96999999999997,99.77000000000001,83753.19
2020-05-13,368.49,2,1,1,124.29,244.2,84121.68000000001
2020-05-14,-17.420000000000005,17,9,8,-67.28000000000002,49.86,84104.26000000001
2020-05-15,40.760000000000005,10,5,5,-21.11,61.86999999999999,84145.02
2020-05-18,326.98,13,7,6,-2.1999999999999957,329.18000000000006,84472.0
2020-05-19,324.75999999999993,6,3,3,17.849999999999994,306.90999999999997,84796.76
2020-05-20,17.82,1,0,1,0.0,17.82,84814.58
2020-05-21,461.77000000000004,6,3,3,64.35,397.42,85276.35
2020-05-22,56.20000000000002,5,3,2,-108.13,164.33,85332.55
2020-05-26,238.82999999999998,2,1,1,88.85,149.98,85571.38
2020-05-27,499.34,7,3,4,815.49,-316.15,86070.72
2020-05-28,59.56,8,4,4,-19.67,79.23,86130.28
2020-05-29,357.12,4,2,2,381.49,-24.369999999999997,86487.4
2020-06-01,243.02,4,2,2,40.0,203.02,86730.42
2020-06-02,-32.62,9,4,5,109.17,-141.79,86697.8
2020-06-03,555.5699999999999,8,4,4,96.04,459.53,87253.37000000001
2020-06-04,145.40000000000003,11,6,5,-173.90000000000003,319.30000000000007,87398.77
2020-06-05,-663.01,9,5,4,-263.01,-400.0,86735.76000000001
2020-06-08,331.40000000000003,6,3,3,43.54000000000002,287.86,87067.16
2020-06-09,601.38,7,4,3,-76.87,678.25,87668.54000000001
2020-06-10,400.94,2,1,1,409.14,-8.2,88069.48000000001
2020-06-11,211.26,9,5,4,-94.62,305.88,88280.74
2020-06-12,496.36,4,2,2,611.12,-114.75999999999999,88777.1
2020-06-15,663.67,6,3,3,58.22999999999999,605.44,89440.77
2020-06-16,1088.9299999999998,4,2,2,526.53,562.4,90529.7
2020-06-17,-39.01,1,1,0,-39.01,0.0,90490.69
2020-06-18,512.22,11,6,5,697.77,-185.55,91002.91
2020-06-19,24.14000000000003,4,2,2,122.45,-98.30999999999999,91027.05
2020-06-22,164.8,10,5,5,39.230000000000004,125.57,91191.85
2020-06-24,805.0699999999999,8,4,4,12.939999999999998,792.1300000000001,91996.92000000001
2020-06-25,78.35999999999999,6,3,3,186.82,-108.46000000000001,92075.28000000001
2020-06-26,-281.22,25,12,13,-170.34,-110.88,91794.06000000001
2020-06-29,497.72,3,1,2,299.66,198.06,92291.78000000001
2020-06-30,400.90000000000003,2,1,1,105.74,295.16,92692.68000000001
2020-07-01,-284.61,17,8,9,33.66,-318.27,92408.07
2020-07-02,318.44,2,1,1,25.1,293.34,92726.51000000001
2020-07-03,142.19,13,7,6,41.74,100.45,92868.70000000001
2020-07-06,-266.6,14,7,7,-191.29,-75.31,92602.1
2020-07-07,128.18999999999997,11,6,5,192.2,-64.00999999999999,92730.29000000001
2020-07-08,282.42,15,8,7,-4.590000000000003,287.01,93012.71
2020-07-09,275.27,1,1,0,275.27,0.0,93287.98000000001
2020-07-10,152.69,12,6,6,-64.67,217.36,93440.67000000001
2020-07-13,271.19,13,6,7,-36.91,308.1,93711.86000000002
2020-07-14,570.35,6,3,3,90.4,479.95,94282.21000000002
2020-07-15,438.68999999999994,12,6,6,135.78000000000003,302.90999999999997,94720.90000000002
2020-07-16,20.45,1,0,1,0.0,20.45,94741.35000000002
2020-07-17,-129.38,3,1,2,-36.75,-92.63,94611.97000000002
2020-07-20,164.13,1,0,1,0.0,164.13,94776.10000000002
2020-07-21,-7.439999999999998,11,5,6,52.17,-59.61,94768.66000000002
2020-07-22,371.69,2,1,1,175.35,196.34,95140.35000000002
2020-07-23,-85.76,11,5,6,-4.629999999999999,-81.13,95054.59000000003
2020-07-24,236.82999999999998,9,4,5,47.599999999999994,189.22999999999996,95291.42000000003
2020-07-27,133.4,9,5,4,-52.46000000000001,185.85999999999999,95424.82000000002
2020-07-28,101.44999999999999,14,7,7,218.06,-116.61000000000001,95526.27000000002
2020-07-29,-107.8,14,7,7,-80.81,-26.989999999999966,95418.47000000002
2020-07-30,50.09000000000002,3,2,1,-95.06,145.15,95468.56000000001
2020-07-31,8.840000000000003,3,2,1,53.230000000000004,-44.39,95477.40000000001
2020-08-03,72.74000000000001,10,6,4,-37.769999999999996,110.50999999999999,95550.14000000001
2020-08-04,257.52,16,8,8,233.28,24.239999999999988,95807.66000000002
2020-08-05,172.76000000000002,10,5,5,-85.84,258.6,95980.42000000001
2020-08-06,369.98,15,8,7,195.73000000000005,174.25,96350.40000000001
2020-08-07,290.38,2,1,1,247.28,43.1,96640.78000000001
2020-08-10,45.35,5,2,3,-0.049999999999998934,45.400000000000006,96686.13000000002
2020-08-11,-51.02,3,1,2,6.35,-57.370000000000005,96635.11000000002
2020-08-12,230.86,2,1,1,202.36,28.5,96865.97000000002
2020-08-13,117.87,6,3,3,3.4499999999999993,114.42000000000002,96983.84000000001
2020-08-14,507.47,8,5,3,-84.69999999999999,592.1700000000001,97491.31000000001
2020-08-17,232.99,1,1,0,232.99,0.0,97724.30000000002
2020-08-18,353.78000000000003,13,6,7,427.23,-73.45,98078.08000000002
2020-08-19,-105.04,6,3,3,-72.67999999999999,-32.36000000000001,97973.04000000002
2020-08-20,-2.990000000000002,5,3,2,11.75,-14.740000000000002,97970.05000000002
2020-08-21,-84.44999999999999,10,5,5,-46.87,-37.58,97885.60000000002
2020-08-24,122.82000000000001,17,9,8,258.30999999999995,-135.49,98008.42000000003
2020-08-25,411.29,5,3,2,273.19,138.10000000000002,98419.71000000002
2020-08-26,-78.30000000000001,6,3,3,-27.189999999999998,-51.11000000000001,98341.41000000002
2020-08-27,-12.580000000000013,5,2,3,-15.780000000000001,3.1999999999999886,98328.83000000002
2020-08-28,98.05999999999997,9,4,5,300.11,-202.05,98426.89000000001
2020-08-31,1052.53,6,3,3,56.349999999999966,996.1800000000001,99479.42000000001
2020-09-01,172.27,1,0,1,0.0,172.27,99651.69000000002
2020-09-02,-50.09,3,1,2,-2.19,-47.9,99601.60000000002
2020-09-03,303.94,6,3,3,16.07,287.87,99905.54000000002
2020-09-04,654.7,3,2,1,366.75,287.95,100560.24000000002
2020-09-07,113.12,5,4,1,106.93,6.19,100673.36000000002
2020-09-08,-39.56,1,1,0,-39.56,0.0,100633.80000000002
2020-09-09,185.25,15,8,7,70.27000000000001,114.97999999999999,100819.05000000002
2020-09-10,246.7,12,7,5,137.81,108.89,101065.75000000001
2020-09-11,138.95999999999998,7,3,4,-53.699999999999996,192.66000000000003,101204.71000000002
2020-09-14,335.08,6,3,3,-104.29,439.37,101539.79000000002
2020-09-15,342.62,1,1,0,342.62,0.0,101882.41000000002
2020-09-16,539.9399999999999,5,2,3,300.38,239.55999999999997,102422.35000000002
2020-09-17,25.460000000000004,13,7,6,-0.6900000000000048,26.150000000000006,102447.81000000003
2020-09-18,397.15000000000003,23,12,11,-4.469999999999999,401.62,102844.96000000002
2020-09-21,-77.86000000000003,11,6,5,-195.04999999999998,117.18999999999997,102767.10000000002
2020-09-22,528.42,5,3,2,220.67,307.75,103295.52000000002
2020-09-23,341.45000000000005,5,3,2,213.04000000000002,128.41,103636.97000000002
2020-09-24,96.32999999999998,11,6,5,-90.03000000000002,186.36,103733.30000000002
2020-09-25,78.58000000000001,8,4,4,194.67000000000002,-116.09000000000002,103811.88000000002
2020-09-28,-81.22999999999999,9,4,5,100.53000000000002,-181.76,103730.65000000002
2020-09-29,222.23,9,4,5,39.04,183.18999999999994,103952.88000000002
2020-09-30,271.73,4,2,2,267.16,4.57,104224.61000000002
2020-10-01,-94.47999999999999,19,9,10,125.11,-219.59,104130.13000000002
2020-10-05,388.17,2,1,1,34.12,354.05,104518.30000000002
2020-10-06,-119.89,4,2,2,25.16,-145.05,104398.41000000002
2020-10-07,-83.8,7,4,3,18.540000000000006,-102.33999999999999,104314.61000000002
2020-10-08,115.05,13,7,6,67.85000000000001,47.2,104429.66000000002
2020-10-09,-40.84000000000001,7,3,4,51.51,-92.35,104388.82000000002
2020-10-12,192.76999999999998,6,3,3,-75.85,268.62,104581.59000000003
2020-10-13,-235.76,9,5,4,-107.38000000000001,-128.38,104345.83000000003
2020-10-14,647.4399999999999,4,2,2,650.8399999999999,-3.4000000000000004,104993.27000000003
2020-10-15,803.08,3,1,2,73.59,729.49,105796.35000000003
2020-10-16,469.8,4,2,2,442.40999999999997,27.389999999999997,106266.15000000004
2020-10-19,-134.54,9,4,5,-13.280000000000001,-121.25999999999999,106131.61000000004
2020-10-20,-5.189999999999998,3,1,2,-12.18,6.990000000000002,106126.42000000004
2020-10-21,622.3,12,6,6,218.7,403.6,106748.72000000004
2020-10-22,142.02,1,1,0,142.02,0.0,106890.74000000005
2020-10-23,179.82,1,0,1,0.0,179.82,107070.56000000006
2020-10-26,258.85,7,4,3,87.61000000000001,171.23999999999998,107329.41000000006
2020-10-27,-460.16,20,10,10,82.56,-542.7200000000001,106869.25000000006
2020-10-28,143.27,3,2,1,113.17,30.1,107012.52000000006
2020-10-29,-79.78999999999999,17,9,8,29.380000000000006,-109.17000000000002,106932.73000000007
2020-10-30,157.25,13,7,6,-3.230000000000018,160.48000000000002,107089.98000000007
2020-11-02,424.23,16,8,8,545.3800000000001,-121.14999999999999,107514.21000000006
2020-11-03,-166.31,16,8,8,50.410000000000004,-216.72,107347.90000000007
2020-11-04,638.4,2,1,1,519.5,118.9,107986.30000000006
2020-11-05,-200.25,12,6,6,-42.739999999999995,-157.51000000000002,107786.05000000006
2020-11-06,276.10999999999996,11,6,5,390.12999999999994,-114.02000000000001,108062.16000000006
2020-11-09,200.22,6,3,3,314.58,-114.35999999999999,108262.38000000006
2020-11-10,288.35,9,4,5,294.62,-6.269999999999996,108550.73000000007
2020-11-11,715.5400000000001,10,5,5,378.9,336.63999999999993,109266.27000000006
2020-11-12,80.17,5,3,2,57.769999999999996,22.400000000000006,109346.44000000006
2020-11-13,558.29,6,3,3,595.6899999999999,-37.400000000000006,109904.73000000005
2020-11-14,136.84,1,0,1,0.0,136.84,110041.57000000005
2020-11-17,10.339999999999998,3,1,2,79.05,-68.71,110051.91000000005
2020-11-18,71.36,11,5,6,228.87,-157.51,110123.27000000005
2020-11-19,157.04000000000002,5,3,2,-177.7,334.74,110280.31000000004
2020-11-20,564.78,12,7,5,409.59999999999997,155.17999999999998,110845.09000000004
2020-11-23,346.2,1,0,1,0.0,346.2,111191.29000000004
2020-11-24,64.67000000000002,15,7,8,203.76000000000002,-139.09,111255.96000000004
2020-11-25,766.99,8,4,4,6.800000000000004,760.1899999999999,112022.95000000004
2020-11-26,250.89999999999998,16,8,8,298.51,-47.610000000000014,112273.85000000003
2020-11-27,62.07,11,5,6,103.75,-41.68000000000001,112335.92000000004
2020-12-01,-217.65,4,2,2,-15.21,-202.44,112118.27000000005
2020-12-02,147.55000000000004,15,8,7,-139.90999999999997,287.46,112265.82000000005
2020-12-03,50.870000000000005,9,4,5,-16.91,67.78,112316.69000000005
2020-12-04,1041.35,4,2,2,805.59,235.76,113358.04000000005
2020-12-07,-26.330000000000005,15,7,8,4.570000000000007,-30.9,113331.71000000005
2020-12-08,-131.06,8,4,4,-72.84,-58.22,113200.65000000005
2020-12-09,-50.01000000000001,21,11,10,171.76999999999998,-221.78,113150.64000000006
2020-12-10,271.82,10,5,5,180.10999999999999,91.71,113422.46000000006
2020-12-11,536.66,2,1,1,210.26,326.4,113959.12000000007
2020-12-14,-232.14,14,7,7,-96.73,-135.41,113726.98000000007
2020-12-15,306.79,8,4,4,75.42,231.37,114033.77000000006
2020-12-16,168.5,4,3,1,43.760000000000005,124.74,114202.27000000006
2020-12-17,-186.32,8,4,4,-119.7,-66.62,114015.95000000006
2020-12-18,415.52000000000004,6,3,3,121.74000000000001,293.78000000000003,114431.47000000006
2020-12-21,259.96000000000004,7,4,3,-324.02,583.98,114691.43000000007
2020-12-22,103.71000000000006,8,4,4,237.57000000000002,-133.85999999999999,114795.14000000007
2020-12-23,-165.6,11,5,6,-42.22,-123.38,114629.54000000007
2020-12-24,82.92,5,2,3,50.69,32.230000000000004,114712.46000000006
2020-12-28,-155.1,11,5,6,-3.969999999999999,-151.13,114557.36000000006
2020-12-29,-154.55,9,4,5,-77.92999999999999,-76.62,114402.81000000006
